id	package	surface	capability	parent	description
pi-ai-source-contract-xiaomi-token-plan-sgp-models-ts-3bc19fcd37	ai	source-contract	providers		Contract carried by packages/ai/src/providers/xiaomi-token-plan-sgp.models.ts
pi-ai-source-contract-xiaomi-token-plan-sgp-ts-9cf249c51b	ai	source-contract	providers		Contract carried by packages/ai/src/providers/xiaomi-token-plan-sgp.ts
pi-ai-source-contract-xiaomi-ts-abc07d0db5	ai	source-contract	providers		Contract carried by packages/ai/src/providers/xiaomi.ts
pi-ai-source-contract-zai-coding-cn-models-ts-0fbf119bfa	ai	source-contract	providers		Contract carried by packages/ai/src/providers/zai-coding-cn.models.ts
pi-ai-source-contract-zai-coding-cn-ts-172e36b74e	ai	source-contract	providers		Contract carried by packages/ai/src/providers/zai-coding-cn.ts
pi-ai-source-contract-zai-models-ts-cc61988f2c	ai	source-contract	providers		Contract carried by packages/ai/src/providers/zai.models.ts
pi-ai-source-contract-zai-ts-deb302efba	ai	source-contract	providers		Contract carried by packages/ai/src/providers/zai.ts
pi-ai-test-artifact-azure-utils-ts-d5d1ce45a9	ai	test-artifact	azure-utils		Contract carried by packages/ai/test/azure-utils.ts
pi-ai-test-artifact-bedrock-utils-ts-68894af5fb	ai	test-artifact	bedrock-utils		Contract carried by packages/ai/test/bedrock-utils.ts
pi-ai-test-artifact-cloudflare-utils-ts-199a05c7b4	ai	test-artifact	cloudflare-utils		Contract carried by packages/ai/test/cloudflare-utils.ts
pi-ai-test-artifact-codex-websocket-cached-probe-ts-86537d5ce6	ai	test-artifact	codex-websocket-cached-probe		Contract carried by packages/ai/test/codex-websocket-cached-probe.ts
pi-ai-test-artifact-cross-provider-handoff-test-ts-567376b8fd	ai	test-artifact	cross-provider-handoff.test		Contract carried by packages/ai/test/cross-provider-handoff.test.ts
pi-ai-test-artifact-oauth-ts-2ba115bcfb	ai	test-artifact	oauth		Contract carried by packages/ai/test/oauth.ts
pi-ai-test-artifact-openai-codex-cache-affinity-e2e-test-ts-0ed8f52433	ai	test-artifact	openai-codex-cache-affinity-e2e.test		Contract carried by packages/ai/test/openai-codex-cache-affinity-e2e.test.ts
pi-ai-test-artifact-red-circle-png-406fd0e466	ai	test-artifact	data		Contract carried by packages/ai/test/data/red-circle.png
pi-ai-test-artifact-scratch-ts-dbaa3d204b	ai	test-artifact	scratch		Contract carried by packages/ai/test/scratch.ts
pi-ai-test-artifact-tool-call-id-normalization-test-ts-03c7d74ee4	ai	test-artifact	tool-call-id-normalization.test		Contract carried by packages/ai/test/tool-call-id-normalization.test.ts
pi-ai-test-scenario-a-stored-credential-without-a-matching-handler-b-55a571a4ee	ai	test-scenario	models-runtime.test		a stored credential without a matching handler blocks ambient fallback (packages/ai/test/models-runtime.test.ts:234)
pi-ai-test-scenario-aborts-sse-body-reads-after-response-headers-arr-374eb2cee8	ai	test-scenario	openai-codex-stream.test		aborts SSE body reads after response headers arrive (packages/ai/test/openai-codex-stream.test.ts:383)
pi-ai-test-scenario-aborts-sse-fetch-after-the-configured-http-timeo-6f8c9d7390	ai	test-scenario	openai-codex-stream.test		aborts SSE fetch after the configured HTTP timeout when response headers do not arrive (packages/ai/test/openai-codex-stream.test.ts:327)
pi-ai-test-scenario-accumulates-mixed-content-reasoning-and-parallel-55e329eac7	ai	test-scenario	openai-completions-tool-choice.test		accumulates mixed content, reasoning, and parallel tool call deltas independently (packages/ai/test/openai-completions-tool-choice.test.ts:767)
pi-ai-test-scenario-adds-synthetic-results-only-for-trailing-tool-ca-a2a11bb343	ai	test-scenario	transform-messages-copilot-openai-to-anthropic.test		adds synthetic results only for trailing tool calls that are still missing results (packages/ai/test/transform-messages-copilot-openai-to-anthropic.test.ts:162)
pi-ai-test-scenario-adds-synthetic-tool-results-for-trailing-orphane-43c75ce7f9	ai	test-scenario	transform-messages-copilot-openai-to-anthropic.test		adds synthetic tool results for trailing orphaned tool calls (packages/ai/test/transform-messages-copilot-openai-to-anthropic.test.ts:136)
pi-ai-test-scenario-aligns-glm-5-2-fast-with-glm-5-2-s-openai-compat-8c9c8b8fec	ai	test-scenario	fireworks-models.test		aligns GLM 5.2 Fast with GLM 5.2's OpenAI-compatible config (packages/ai/test/fireworks-models.test.ts:51)
pi-ai-test-scenario-allows-built-in-adaptive-models-to-opt-out-with--e744a3b536	ai	test-scenario	anthropic-force-adaptive-thinking.test		allows built-in adaptive models to opt out with compat.forceAdaptiveThinking false (packages/ai/test/anthropic-force-adaptive-thinking.test.ts:92)
pi-ai-test-scenario-anthropic-claude-sonnet-4-should-return-totaltok-74fbcf923b	ai	test-scenario	total-tokens.test		anthropic/claude-sonnet-4 - should return totalTokens equal to sum of components (packages/ai/test/total-tokens.test.ts:620)
pi-ai-test-scenario-anthropic-claude-sonnet-4-via-openrouter-should--abe813b3fe	ai	test-scenario	context-overflow.test		anthropic/claude-sonnet-4 via OpenRouter - should detect overflow via isContextOverflow (packages/ai/test/context-overflow.test.ts:506)
pi-ai-test-scenario-anthropic-refresh-exchanges-the-refresh-token-an-0a236b9b88	ai	test-scenario	oauth-auth.test		anthropic refresh exchanges the refresh token and returns a typed credential (packages/ai/test/oauth-auth.test.ts:54)
pi-ai-test-scenario-anthropic-toauth-derives-the-api-key-from-the-ac-5535d7d63b	ai	test-scenario	oauth-auth.test		anthropic toAuth derives the api key from the access token (packages/ai/test/oauth-auth.test.ts:19)
pi-ai-test-scenario-anthropicoauth-login-resolves-through-the-manual-82d2a39ab2	ai	test-scenario	anthropic-oauth.test		anthropicOAuth.login resolves through the manual_code prompt and aborts it after settling (packages/ai/test/anthropic-oauth.test.ts:101)
pi-ai-test-scenario-applies-a-provider-prefix-with-status-and-body-761f22fb89	ai	test-scenario	error-body.test		applies a provider prefix with status and body (packages/ai/test/error-body.test.ts:129)
pi-ai-test-scenario-applies-anthropic-style-cache-markers-when-model-32c9d2750c	ai	test-scenario	openai-completions-cache-control-format.test		applies Anthropic-style cache markers when model compat enables them (packages/ai/test/openai-completions-cache-control-format.test.ts:129)
pi-ai-test-scenario-applies-copilot-specific-adaptive-thinking-effor-bfd9ce6641	ai	test-scenario	github-copilot-anthropic.test		applies Copilot-specific adaptive thinking effort overrides (packages/ai/test/github-copilot-anthropic.test.ts:58)
pi-ai-test-scenario-assigns-eu-central-1-runtime-urls-to-built-in-eu-6e931d6c34	ai	test-scenario	bedrock-endpoint-resolution.test		assigns eu-central-1 runtime URLs to built-in EU inference profiles (packages/ai/test/bedrock-endpoint-resolution.test.ts:97)
pi-ai-test-scenario-available-model-should-detect-overflow-via-iscon-8919ed061c	ai	test-scenario	context-overflow.test		available model - should detect overflow via isContextOverflow (packages/ai/test/context-overflow.test.ts:299)
pi-ai-test-scenario-batches-tool-result-images-after-consecutive-too-0856074157	ai	test-scenario	openai-completions-tool-result-images.test		batches tool-result images after consecutive tool results (packages/ai/test/openai-completions-tool-result-images.test.ts:69)
pi-ai-test-scenario-bedrock-body-blind-surfaces-the-gateway-body-ins-fb13e24b84	ai	test-scenario	provider-error-body-regression.test		bedrock (body-blind) surfaces the gateway body instead of Unknown: UnknownError (packages/ai/test/provider-error-body-regression.test.ts:174)
pi-ai-test-scenario-builds-correct-default-url-from-azure-openai-res-3471ea9281	ai	test-scenario	azure-openai-base-url.test		builds correct default URL from AZURE_OPENAI_RESOURCE_NAME (packages/ai/test/azure-openai-base-url.test.ts:168)
pi-ai-test-scenario-builtinimagesmodels-registers-the-openrouter-pro-d15a486bac	ai	test-scenario	images-models.test		builtinImagesModels registers the openrouter provider with its catalog (packages/ai/test/images-models.test.ts:196)
pi-ai-test-scenario-builtinmodels-registers-every-builtin-provider-w-82a8e6dfd2	ai	test-scenario	providers.test		builtinModels registers every builtin provider with models (packages/ai/test/providers.test.ts:25)
pi-ai-test-scenario-can-omit-the-session-id-header-while-preserving--5c7525944e	ai	test-scenario	openai-responses-copilot-provider.test		can omit the session_id header while preserving other cache-affinity headers (packages/ai/test/openai-responses-copilot-provider.test.ts:217)
pi-ai-test-scenario-can-replace-and-append-queued-responses-37ed43a6de	ai	test-scenario	faux-provider.test		can replace and append queued responses (packages/ai/test/faux-provider.test.ts:138)
pi-ai-test-scenario-can-wait-before-the-first-poll-83e6907dc0	ai	test-scenario	oauth-device-code.test		can wait before the first poll (packages/ai/test/oauth-device-code.test.ts:41)
pi-ai-test-scenario-cancels-an-in-flight-wait-2edb6417ff	ai	test-scenario	oauth-device-code.test		cancels an in-flight wait (packages/ai/test/oauth-device-code.test.ts:125)
pi-ai-test-scenario-cancels-the-openai-codex-device-code-flow-while--e4c724550d	ai	test-scenario	openai-codex-oauth.test		cancels the OpenAI Codex device code flow while waiting (packages/ai/test/openai-codex-oauth.test.ts:251)
pi-ai-test-scenario-cancels-when-openai-codex-login-method-selection-f80cdf086f	ai	test-scenario	openai-codex-oauth.test		cancels when OpenAI Codex login method selection is cancelled (packages/ai/test/openai-codex-oauth.test.ts:240)
pi-ai-test-scenario-cf-moonshotai-kimi-k2-6-should-return-totaltoken-5f4ad22559	ai	test-scenario	total-tokens.test		@cf/moonshotai/kimi-k2.6 - should return totalTokens equal to sum of components (packages/ai/test/total-tokens.test.ts:316)
pi-ai-test-scenario-clamps-default-maxtokens-to-remaining-context-4012f30336	ai	test-scenario	openai-completions-empty-tools.test		clamps default maxTokens to remaining context (packages/ai/test/openai-completions-empty-tools.test.ts:129)
pi-ai-test-scenario-clamps-explicit-maxtokens-to-remaining-context-3be3de2822	ai	test-scenario	openai-completions-empty-tools.test		clamps explicit maxTokens to remaining context (packages/ai/test/openai-completions-empty-tools.test.ts:146)
pi-ai-test-scenario-clamps-prompt-cache-key-to-openai-s-64-character-146fa84ccd	ai	test-scenario	azure-openai-base-url.test		clamps prompt_cache_key to OpenAI's 64-character limit (packages/ai/test/azure-openai-base-url.test.ts:147)
pi-ai-test-scenario-clamps-prompt-cache-key-to-openai-s-64-character-73987e9242	ai	test-scenario	openai-completions-prompt-cache.test		clamps prompt_cache_key to OpenAI's 64-character limit (packages/ai/test/openai-completions-prompt-cache.test.ts:128)
pi-ai-test-scenario-clamps-prompt-cache-key-to-openai-s-64-character-7aecd8801b	ai	test-scenario	openai-responses-copilot-provider.test		clamps prompt_cache_key to OpenAI's 64-character limit (packages/ai/test/openai-responses-copilot-provider.test.ts:174)
pi-ai-test-scenario-clamps-prompt-cache-key-to-openai-s-64-character-92869b923c	ai	test-scenario	openai-codex-stream.test		clamps prompt_cache_key to OpenAI's 64-character limit (packages/ai/test/openai-codex-stream.test.ts:592)
pi-ai-test-scenario-classifies-assistant-error-messages-3f91733bad	ai	test-scenario	retry.test		classifies assistant error messages (packages/ai/test/retry.test.ts:32)
pi-ai-test-scenario-claude-haiku-4-5-should-detect-overflow-via-isco-dc650225e6	ai	test-scenario	context-overflow.test		claude-haiku-4-5 - should detect overflow via isContextOverflow (packages/ai/test/context-overflow.test.ts:97)
pi-ai-test-scenario-claude-haiku-4-5-should-return-totaltokens-equal-18ef186776	ai	test-scenario	total-tokens.test		claude-haiku-4.5 - should return totalTokens equal to sum of components (packages/ai/test/total-tokens.test.ts:180)
pi-ai-test-scenario-claude-sonnet-4-5-should-detect-overflow-via-isc-c4a226e9b7	ai	test-scenario	context-overflow.test		claude-sonnet-4-5 - should detect overflow via isContextOverflow (packages/ai/test/context-overflow.test.ts:249)
pi-ai-test-scenario-claude-sonnet-4-5-should-return-totaltokens-equa-1398c4f0be	ai	test-scenario	total-tokens.test		claude-sonnet-4-5 - should return totalTokens equal to sum of components (packages/ai/test/total-tokens.test.ts:753)
pi-ai-test-scenario-claude-sonnet-4-5-should-return-totaltokens-equa-930f2a14d7	ai	test-scenario	total-tokens.test		claude-sonnet-4-5 - should return totalTokens equal to sum of components (packages/ai/test/total-tokens.test.ts:106)
pi-ai-test-scenario-claude-sonnet-4-should-detect-overflow-via-iscon-1582295a41	ai	test-scenario	context-overflow.test		claude-sonnet-4 - should detect overflow via isContextOverflow (packages/ai/test/context-overflow.test.ts:109)
pi-ai-test-scenario-coalesces-tool-call-deltas-by-stable-index-when--c239c72f67	ai	test-scenario	openai-completions-tool-choice.test		coalesces tool call deltas by stable index when provider mutates ids mid-stream (packages/ai/test/openai-completions-tool-choice.test.ts:656)
pi-ai-test-scenario-coerces-serialized-plain-json-schemas-with-ajv-c-b82612b445	ai	test-scenario	validation.test		coerces serialized plain JSON schemas with AJV-compatible primitive rules (packages/ai/test/validation.test.ts:63)
pi-ai-test-scenario-completes-after-response-completed-even-when-the-6fa102a2ac	ai	test-scenario	openai-codex-stream.test		completes after response.completed even when the SSE body stays open (packages/ai/test/openai-codex-stream.test.ts:207)
pi-ai-test-scenario-consumes-queued-responses-in-order-and-errors-wh-29b5b98e58	ai	test-scenario	faux-provider.test		consumes queued responses in order and errors when exhausted (packages/ai/test/faux-provider.test.ts:117)
pi-ai-test-scenario-converts-empty-signature-thinking-to-text-by-def-126eb0a599	ai	test-scenario	anthropic-empty-thinking-signature-compat.test		converts empty-signature thinking to text by default (packages/ai/test/anthropic-empty-thinking-signature-compat.test.ts:77)
pi-ai-test-scenario-converts-thinking-blocks-to-plain-text-when-sour-10f899edd6	ai	test-scenario	transform-messages-copilot-openai-to-anthropic.test		converts thinking blocks to plain text when source model differs (packages/ai/test/transform-messages-copilot-openai-to-anthropic.test.ts:50)
